,QCode,SolutionID,timeago,UserID,Status,TimeTaken,MemTaken,SolutionUrl,Solutions
1303,TSORT,S8317915,12:17 AM 03/10/15,/users/rockstar9001,accepted,3.01,8.8M,/viewplaintext/8317915,"
a=int(input())
l=[]
for i in range(a):
    l.append(int(input()))
l.sort()
for i in l:
    print(i)


"
1304,TSORT,S8339757,07:18 PM 03/10/15,/users/divansh,accepted,2.85,8.8M,/viewplaintext/8339757,"
#turbo sort
t= int(input())
l=[]
for noneed in range (t):
    num = int(input())
    l.append(num)

for y in sorted(l):
    print(y)

"
1305,TSORT,S8345317,10:51 PM 03/10/15,/users/eragon05,accepted,2.81,8.8M,/viewplaintext/8345317,"
s = int(input())
def wow(x):
    yo = []
    for i in range(x):
        j = int(input())
        yo.append(j)
    yo = sorted(yo)
    for i in yo:
        print (i)

wow(s)


"
1306,TSORT,S8353973,10:15 AM 04/10/15,/users/sid_shishu,accepted,3.29,8.5M,/viewplaintext/8353973,"
n = int(input())
numbers = [0]*(1000000+2)
max = 0
for i in range(n):
  k = int(input())
  numbers[k] = numbers[k] + 1
  if(k > max):
    max = k

for i in range(max + 1):
  j = numbers[i]
  for k in range(j):
    print(str(i))

"
1307,TSORT,S8354088,10:23 AM 04/10/15,/users/sid_shishu,accepted,2.07,8.5M,/viewplaintext/8354088,"
import sys
n = int(sys.stdin.readline())
numbers = [0]*(1000000+2)
max = 0
for i in range(n):
  k = int(sys.stdin.readline())
  numbers[k] = numbers[k] + 1
  if(k > max):
    max = k

for i in range(max + 1):
  j = numbers[i]
  for k in range(j):
    print(i)

"
1308,TSORT,S8355261,11:29 AM 04/10/15,/users/sid_shishu,accepted,1.83,8.8M,/viewplaintext/8355261,"
import sys
n = int(sys.stdin.readline())
numbers = []
for i in range(n):
  numbers.append(int(sys.stdin.readline()))

numbers1 = sorted(numbers)
for i in numbers1:
  print(i)

"
1309,TSORT,S8367226,08:01 PM 04/10/15,/users/royunprofiled,accepted,2.94,8.8M,/viewplaintext/8367226,"
#! /usr/bin/env python3

if __name__==""__main__"":
  number_of_inputs = int(input())
  array = []
  for count in range(number_of_inputs):
    array.append(int(input()))

  array.sort()
  for count in range(len(array)):
    print(array[count])

"
1310,TSORT,S8374811,02:58 AM 05/10/15,/users/amar_1995,accepted,3.82,8.7M,/viewplaintext/8374811,"
import heapq
def heapsort(iterable):
    h = []
    for value in iterable:
        heapq.heappush(h, value)
    return [heapq.heappop(h) for i in range(len(h))]
n=int(input())
l=[]
while n:
    l.append(int(input()))
    n-=1
l=heapsort(l)
for i in l:
    print(i)


"
1311,TSORT,S8428314,07:48 PM 07/10/15,/users/rajeshjrajesh,accepted,2.86,8.8M,/viewplaintext/8428314,"
arr = []
n = int(input())
for i in range(n) :
  num = int(input())
  arr.append(num)
arr.sort()
for i in arr:
  print(i)


"
1312,TSORT,S8437098,03:47 AM 08/10/15,/users/minimalmaarten,accepted,2.94,8.8M,/viewplaintext/8437098,"
x = int(input())
lst = [0]*x
for i in range(x):
    lst[i] = int(input())
ans = sorted(lst)

for i in range(x):
    print(ans[i])

"
1313,TSORT,S8444368,05:59 PM 08/10/15,/users/skwow,accepted,2.90,8.8M,/viewplaintext/8444368,"
z=[]
t=int(input())
for i in range(t):
  n=int(input())
  z.append(n)

z=sorted(z)
for i in z:
  print(i)




"
1314,TSORT,S8467659,10:08 PM 09/10/15,/users/altaf_31,accepted,2.83,8.8M,/viewplaintext/8467659,"
t=int(input())
x=[]
for i in range(t):
    N=int(input())
    x.append(N)
x.sort()
for j in range(len(x)):
    print(x[j])

"
1315,TSORT,S8472807,03:05 AM 10/10/15,/users/jkbates10,accepted,2.99,8.8M,/viewplaintext/8472807,"
count = int(input())
numbers = []

for i in range(count):
  n = int(input())
  numbers.append(n)

numbers.sort()

for j in range(len(numbers)):
  print(numbers[j])

"
1316,TSORT,S8555321,08:59 PM 15/10/15,/users/utsav15110,accepted,2.79,8.8M,/viewplaintext/8555321,"
n=int(input())
a=[]
for i in range(n):
  x=int(input())
  a.append(x)
a.sort()
for i in a:
  print(i)

"
1317,TSORT,S8563965,12:11 AM 17/10/15,/users/gppatil,accepted,2.86,8.8M,/viewplaintext/8563965,"
n = int(input())
list1 = [int(input()) for i in range(n)]
list1.sort()
print()
for i in range(n):
  print(list1[i])

"
1318,TSORT,S8572300,04:37 PM 18/10/15,/users/vishesh9494,accepted,3.34,16.3M,/viewplaintext/8572300,"
t=input()
A=[[None] for i in range(0,int(t))]
for i in range(0,int(t)):
  n=input()
  A[i]=int(n)
A.sort()
for i in A:
  print (i)

"
1319,TSORT,S8594933,12:05 PM 20/10/15,/users/ashish21ghosh,accepted,2.08,8.8M,/viewplaintext/8594933,"
import sys
tc = int(sys.stdin.readline().strip())
arr = [0]*tc
for i in range(tc):
    n = int(sys.stdin.readline().strip())
    arr[i] = n
arr = sorted(arr)
for i in range(tc):
    print(arr[i])

"
1320,TSORT,S8606909,11:48 AM 22/10/15,/users/galaxy46,accepted,3.34,8.8M,/viewplaintext/8606909,"
import math
n=int(input())
i=0
b=[]
while(i<n):
    a=int(input())
    b.insert(i,a)
    i=i+1
b.sort()
j=0
while(j<n):
    print(b[j])
    j=j+1



"
1321,TSORT,S8614307,07:14 PM 23/10/15,/users/omkar96,accepted,3.66,8.8M,/viewplaintext/8614307,"
l=[]
t=input('')
t=int(t)
for i in range(0,t):
  n=input('')
  n=int(n)
  l.append(n)
l.sort()
for i in range(0,t):
  print(l[i])

"
1322,TSORT,S8614377,07:26 PM 23/10/15,/users/patil7,accepted,3.55,8.8M,/viewplaintext/8614377,"
n=int(input(""""))
l=[]
for j in range(0, n):
    a=int(input(""""))
    l.append(a)
l.sort()
for i in range(0, n):
    print(l[i])


"
1323,TSORT,S8653334,12:48 PM 28/10/15,/users/panwara,accepted,3.50,8.8M,/viewplaintext/8653334,"
n = int(input(""""))
l = []

for x in range(0,n):
    l.append(int(input("""")))
l.sort()
for x in range(0,n):
    print(l[x])

"
1324,TSORT,S8664144,07:58 PM 29/10/15,/users/himanshu.deshwal,accepted,3.24,8.8M,/viewplaintext/8664144,"
num=input()
num=int(num)
num_list=[]
while(num>0):
    value=input()
    num_list.append(int(value))
    num-=1
num_list.sort()

for a in num_list:
    print(str(a)+'\n')


"
1325,TSORT,S8664999,12:30 AM 30/10/15,/users/luckysidgem,accepted,2.99,8.8M,/viewplaintext/8664999,"
t = int(input())
l = [0 for i in range(t)]
for i in range(t):
    l[i] = int(input())
for i in sorted(l):
    print(i)


"
1326,TSORT,S8670423,01:55 AM 31/10/15,/users/skdwivedi,accepted,3.03,8.8M,/viewplaintext/8670423,"
t = int(input())
num = []
for i in range(t):
        num.append(int(input()))
num.sort()
for i in range(len(num)):
        print(num[i])


"
1327,TSORT,S8674364,05:34 PM 31/10/15,/users/kartiksarraf,accepted,3.48,8.8M,/viewplaintext/8674364,"
i=0
t=0
g=0
a=[]
t=int(input())
while(i<t):
    g=int(input())
    a.append(g)
    i=i+1
a.sort()
i=0
for i,l in enumerate(a):
    print(l,""\n"")







"
1328,TSORT,S8683508,12:34 AM 03/11/15,/users/brijpyth,accepted,10.48,8.7M,/viewplaintext/8683508,"
def ms(a):
  if len(a)>1:
    mid=len(a)//2
    lp=a[:mid]
    rp=a[mid:]
    ms(lp)
    ms(rp)
    i=j=k=0
    while i<len(lp) and j<len(rp):
      if lp[i]<rp[j]:
        a[k]=lp[i]
        i+=1
      else:
        a[k]=rp[j]
        j+=1
      k+=1
    while i<len(lp):
        a[k]=lp[i]
        i+=1
        k+=1
    while j<len(rp):
        a[k]=rp[j]
        j+=1
        k+=1
    return a
n=int(input())
li=[]
global a
for t in range(n):
  x=int(input())
  li.append(x)
k=ms(li)
for t in k:
  print(t)



"
1329,TSORT,S8689934,08:26 PM 04/11/15,/users/rithvikp,accepted,3.07,8.8M,/viewplaintext/8689934,"
t=int(input())
x=-1
inputlist = []

while True:
    x+=1
    if x<t:
        n = int(input())
        inputlist.append(n)
    if x==t:
        output=sorted(inputlist)
        for each in output:
            print(each)
        break


"
1330,TSORT,S8691854,12:45 PM 05/11/15,/users/manmeet_tarun,accepted,2.89,8.8M,/viewplaintext/8691854,"
l=[]
for i in range(int(input())):
    l.append(int(input()))
l.sort()
for j in l:
    print (j)

"
1331,TSORT,S8709702,02:10 PM 07/11/15,/users/skylazzz,accepted,10.30,8.8M,/viewplaintext/8709702,"
list=[]
banyak=int(input())
def mergesort (a):
    if(len(a)>1):
        mid=len(a)//2
        leftarray=a[:mid]
        rightarray=a[mid:]
        mergesort(leftarray)
        mergesort(rightarray)
        i=0
        j=0
        k=0
        while(i<len(leftarray) and j<len(rightarray)):
            if(leftarray[i]<rightarray[j]):
                a[k]=leftarray[i]
                i+=1
            else:
                a[k]=rightarray[j]
                j+=1
            k+=1
        while(i<len(leftarray)):
            a[k]=leftarray[i]
            k+=1
            i+=1
        while(j<len(rightarray)):
            a[k]=rightarray[j]
            k+=1
            j+=1
for i in range (banyak):
    list.append(int(input()))
mergesort(list)
for j in range (len(list)):
    print(list[j])


"
1332,TSORT,S8727775,07:45 PM 08/11/15,/users/neriuzz08,accepted,2.93,8.8M,/viewplaintext/8727775,"
t = int(input())
numbers = []
for i in range(t):
    n = int(input())
    numbers.append(n)
numbers.sort()
for x in numbers:
    print(x)

"
1333,TSORT,S8733207,09:28 AM 09/11/15,/users/anuj996,accepted,2.85,8.8M,/viewplaintext/8733207,"
n=int(input())
arr=[]
for num in range(n):
    arr.append(int(input()))

arr.sort()
for l in arr :
    print(l)

"
1334,TSORT,S8760260,04:40 PM 11/11/15,/users/comradealain,accepted,3.06,8.8M,/viewplaintext/8760260,"
x = int(input())
a = []
while x > 0:
    t = int(input())
    a.append(t)
    x = x - 1
a.sort()
for i in range(0,len(a)):
    print(a[i])

"
1335,TSORT,S8774477,10:39 AM 13/11/15,/users/skylazzz,accepted,10.28,8.7M,/viewplaintext/8774477,"
list=[]
banyak=int(input())
for i in range (banyak):
    list.append(int(input()))
def mergesort(list):
    if(len(list)>1):
        mid=len(list)//2
        left=list[:mid]
        right=list[mid:]
        mergesort(left)
        mergesort(right)
        i=j=k=0
        while(i<len(left) and j<len(right)):
            if(left[i]<right[j]):
                list[k]=left[i]
                i+=1
            else:
                list[k]=right[j]
                j+=1
            k+=1
        while(i<len(left)):
            list[k]=left[i]
            i+=1
            k+=1
        while(j<len(right)):
            list[k]=right[j]
            k+=1
            j+=1
mergesort(list)
for j in range (len(list)):
    print(list[j])



"
1336,TSORT,S8801288,04:27 PM 17/11/15,/users/codezeus,accepted,3.36,8.8M,/viewplaintext/8801288,"
#!/bin

list1 = []
t = int(input())
if t > 0 and t <= 1000000:
    while t > 0:
        N = int(input())
        if N >= 0 and N <= 1000000:
            list1.append(N)
        t -= 1
    list1.sort(reverse=False)
    i = 0
    length = list1.__len__()
    while i < length:
        print(list1[i])
        i += 1

"
1337,TSORT,S8825603,07:13 AM 25/11/15,/users/qubies,accepted,2.87,8.8M,/viewplaintext/8825603,"
k = int(input())
numList =[]
for x in range(0, k):
    N = int(input())
    numList.append(N)
numList.sort()
for x in range(len(numList)):
    print(numList[x])

"
1338,TSORT,S8846262,04:44 PM 30/11/15,/users/mohinish_121,accepted,3.21,8.8M,/viewplaintext/8846262,"
t=int(input())
array=list()
for i in range(t):
    n=int(input())
    array.append(n)
array.sort()
for i in range(t):
    print(array[i])

"
1339,TSORT,S8848106,10:56 AM 01/12/15,/users/yep26818,accepted,3.11,8.8M,/viewplaintext/8848106,"
i = int(input())
dict2 = []
n = i
while i > 0:
    number = int(input())
    dict2.append(number)
    i -= 1
dict2.sort()
for x in range(n):
    print(dict2[x])

"
1340,TSORT,S8860058,08:21 AM 04/12/15,/users/nokx,accepted,2.89,8.8M,/viewplaintext/8860058,"
lst=[]
limit=int(input())
for x in range(limit):
    number=int(input())
    lst.append(number)

lst.sort()
for x in lst:
    print(x)


"
1341,TSORT,S8934148,09:48 PM 11/12/15,/users/code_guru123,accepted,2.80,8.8M,/viewplaintext/8934148,"
n = int(input())
alist=[]
for i in range(n):
    alist.append(int(input()));
alist.sort();
for i in alist:
    print(i)

"
1342,TSORT,S8936943,06:55 AM 12/12/15,/users/raghav_7796,accepted,2.77,8.8M,/viewplaintext/8936943,"
def main():
  l = []
  n = int(input())
  while n>0:
    l.append(int(input()))
    n -= 1
  l.sort()
  for i in l: print(i)

main()

"
1343,TSORT,S8949414,07:15 PM 13/12/15,/users/pk97,accepted,2.90,8.8M,/viewplaintext/8949414,"
t=int(input())
lst=[]
for i in range(t):
    n=int(input())
    lst.append(n)

lst.sort()
for k in lst:
    print(k)

"
1344,TSORT,S8962664,10:04 PM 15/12/15,/users/maulo,accepted,3.03,8.5M,/viewplaintext/8962664,"
n=int(input());
lines=[0]*1000005;
a=int(input());
lines[a]+=1;
maxx=a;
for i in range(1,n):
  temp=int(input());
  if(temp>maxx):
    maxx=temp;
  lines[temp]+=1;
for i in range(0,maxx+1):
  if(lines[i]!=0):
    for j in range(1,lines[i]+1):
      print(i);

"
1345,TSORT,S8962888,10:45 PM 15/12/15,/users/shikhasharma30,accepted,3.09,9.2M,/viewplaintext/8962888,"
T = int(input())
num = []
for _ in range(T):
    num.append(int(input()))
num.sort()
num = list(map(int, num))
for i in num:
    print(i)


"
1346,TSORT,S8963905,03:50 AM 16/12/15,/users/aahanbhatt,accepted,2.96,9.3M,/viewplaintext/8963905,"
T = int(input())
num = []
for _ in range(T):
    num.append(int(input()))
num.sort()
num = list(map(int, num))
for i in num:
    print(i)



"
1347,TSORT,S8974909,01:29 PM 18/12/15,/users/tacky_taco,accepted,2.77,8.8M,/viewplaintext/8974909,"
T = int(input())
o = []

for i in range (T):
    o.append(int(input()))
for i in sorted(o):
    print (i)


"
1348,TSORT,S8985772,08:05 PM 20/12/15,/users/trambo1994,accepted,2.82,8.8M,/viewplaintext/8985772,"
List=[]
for i in range(int(input())):
  List.append(int(input()))
List.sort()
for i in List:
  print (i)

"
1349,TSORT,S8989538,12:21 AM 21/12/15,/users/aakash15,accepted,2.99,8.8M,/viewplaintext/8989538,"
import sys
t=int(input())
l=[]
for i in range(t):
    n=int(input())
    l.append(n)
l.sort()
for i in range(t):
    print(l[i])


"
1350,TSORT,S9000509,07:13 PM 22/12/15,/users/narendraavula,accepted,3.09,8.8M,/viewplaintext/9000509,"
n = int(input())
counter = n
a = list()
while counter > 0:
    a.append(int(input()))
    counter -= 1
a.sort()
for i in a:
    print(i)

"
1351,TSORT,S9005753,04:57 PM 23/12/15,/users/asiwith,accepted,2.92,8.8M,/viewplaintext/9005753,"
n = int(input())
a = []
for i in range(n):
 a.append(int(input()))
a.sort()
for i in a:
 print(i)

"
1352,TSORT,S9007897,11:35 PM 23/12/15,/users/aman3847,accepted,2.68,8.8M,/viewplaintext/9007897,"
def main():
    t = int(input())
    a = []
    for i in range(t):
        n = int(input())
        a.append(n)
    a = sorted(a)
    for i in a:
        print(i)

if __name__ == '__main__':
    main()

"
1353,TSORT,S9009667,11:49 AM 24/12/15,/users/sandeepyadavh,accepted,3.08,8.8M,/viewplaintext/9009667,"
import sys

a=[]
t=int(input().strip())
while (t>0):
  a.append(int(input().strip()))
  t-=1
a.sort()
for t in a:
  print (t)


"
1354,TSORT,S9031091,10:38 PM 27/12/15,/users/anshul1004,accepted,3.18,8.8M,/viewplaintext/9031091,"
t1 = input()
t = int(t1)
num = []
while(t > 0):
    t = t-1
    n1 = input()
    n = int(n1)
    num.append(n)
num.sort()
for i in num:
    print(i)


"
1355,TSORT,S9041941,09:20 AM 30/12/15,/users/fanzhang,accepted,2.90,8.8M,/viewplaintext/9041941,"
t = int(input())
a = list()
for i in range(t):
    a.append(int(input()))
a.sort()
for num in a:
    print(num)




"
1356,TSORT,S9042953,02:53 PM 30/12/15,/users/minhaj3,accepted,2.84,8.8M,/viewplaintext/9042953,"
a = []
for i in range(int(input())):
  a.append(int(input()))
for l in sorted(a):
  print(l)

"
1357,TSORT,S9043599,06:05 PM 30/12/15,/users/nagnath_17,accepted,2.82,8.8M,/viewplaintext/9043599,"
t=int(input())
elements=[]
for i in range(t):
    num=int(input())
    elements.append(num)
elements.sort()
for j in elements:
    print(j)


"
1358,TSORT,S9045973,05:30 AM 31/12/15,/users/proooooooofs,accepted,2.79,8.8M,/viewplaintext/9045973,"
def turbo_sort():
    x = []
    list_size = int(input())
    for i in range(list_size):
        a = int(input())
        x.append(a)

    x.sort()

    for i in range(list_size):
        print(x[i])

turbo_sort()


"
1359,TSORT,S9045974,05:31 AM 31/12/15,/users/proooooooofs,accepted,2.70,8.8M,/viewplaintext/9045974,"
def turbo_sort():
    x = []
    list_size = int(input())
    for i in range(list_size):
        a = int(input())
        x.append(a)

    x.sort()

    for i in range(list_size):
        print(x[i])

turbo_sort()

"
1360,TSORT,S9048708,12:17 AM 01/01/16,/users/timetraveller4,accepted,3.29,8.8M,/viewplaintext/9048708,"
list1=[]

x=int(input())

j=0
if(x>=1 and x<=1000000):

    while j<x:
        t=int(input())
        if(t>=0 and t<=1000000):
            list1.append(t)
            j+=1
        else:
            break

    list1.sort()
    k=0
    while k<x:
        print(list1[k])
        k+=1








"
1361,TSORT,S9049791,01:15 PM 01/01/16,/users/piyush_3152,accepted,2.85,8.8M,/viewplaintext/9049791,"
def T_sort():
    global L
    L=list()
    T=int(input())
    for i in range(T):
        N=int(input())
        L.append(N)
    L.sort()
T_sort()
for x in L:
    print(x)

"
1362,TSORT,S9168291,03:33 AM 13/01/16,/users/fellzo,accepted,2.88,8.8M,/viewplaintext/9168291,"
n = int(input())
a = [n]
for i in range(0, n):
    a.append(int(input()))
a.sort()
for i in range(0, n):
    print(a[i])


"
1363,TSORT,S9198207,10:30 PM 20/01/16,/users/danielritter,accepted,2.91,8.8M,/viewplaintext/9198207,"
x = int(input())
a = []
for i in range (x):
    b = int(input())
    a.append(b)
a.sort()
for i in range (x):
    print (a[i])


"
1364,TSORT,S9204040,12:34 AM 22/01/16,/users/saket_k,accepted,3.19,8.8M,/viewplaintext/9204040,"
t = int(input())
i = 0
a = []
while(i < t):
        a.append(int(input()))
        i += 1
a.sort()
i = 0
while(i < t):
        print(a[i])
        i += 1

"
1365,TSORT,S9211499,10:24 AM 23/01/16,/users/rnahata1997,accepted,2.94,8.8M,/viewplaintext/9211499,"
n=int(input())
a=[]
for i in range(n):
    x=int(input())
    a.append(x)
a.sort()
for i in range(n):
    print(a[i])



"
1366,TSORT,S9237517,11:39 PM 25/01/16,/users/chekho,accepted,1.53,8.8M,/viewplaintext/9237517,"
#!/usr/bin/python3

import sys

x = [int(line) for line in sys.stdin.read().strip().split('\n')]
t = x.pop(0)

x.sort()
for n in x:
    print(n)


"
1367,TSORT,S9276741,10:24 PM 01/02/16,/users/shariquemohd,accepted,2.89,8.8M,/viewplaintext/9276741,"
a=int(input())
list_num=[]
for i in range(0,a):
    b=int(input())
    list_num.append(b)
list_num.sort()

for i in list_num:
    print(i)


"
1368,TSORT,S9315598,11:29 AM 06/02/16,/users/gaurav_sikka16,accepted,3.17,8.8M,/viewplaintext/9315598,"
i=0
inpt=[]
t = int(input())
while(i<t):
  inpt.append(int(input()))
  i+=1
inpt=sorted(inpt)
for a in range(t):
  print(inpt[a])

"
1369,TSORT,S9324568,07:58 PM 06/02/16,/users/pratik_07,accepted,3.63,8.8M,/viewplaintext/9324568,"
n=int(input(''))
A=[]
for i in range(n):
    a=int(input(''))
    A.append(a)
B=sorted(A)
for j in range(len(B)):
    print(B[j])


"
1370,TSORT,S9340472,07:56 PM 07/02/16,/users/codeiiitk,accepted,2.92,8.8M,/viewplaintext/9340472,"
t=int(input())
a=[]
for i in range(t):
    b=int(input())
    a.append(b)
a.sort()
for j in range(len(a)):
    print(a[j])


"
1371,TSORT,S9389909,01:25 AM 12/02/16,/users/velocity_8,accepted,3.11,8.5M,/viewplaintext/9389909,"
n = 10**6+1
A = [0]*n
for _ in range(int(input())):
    A[int(input())] += 1
for i,k in enumerate(A):
    for _ in range(A[i]):
        print(i)




"
1372,TSORT,S9393321,02:50 PM 12/02/16,/users/mannat11,accepted,3.02,8.8M,/viewplaintext/9393321,"
# your code goes here
t=int(input())
n=[]
for i in range(t):
  n.append(int(input()))
n.sort()
for i in n:
  print(i)


"
1373,TSORT,S9419365,10:55 PM 14/02/16,/users/luks,accepted,2.86,8.8M,/viewplaintext/9419365,"
t = int(input())
numbers = []
for i in range(t):
    numbers.append(int(input()))
numbers.sort();
for n in numbers:
    print(n)

"
1374,TSORT,S9419398,10:58 PM 14/02/16,/users/luks,accepted,2.43,9.3M,/viewplaintext/9419398,"
t = int(input())
numbers = []
for i in range(t):
    numbers.append(int(input()))
numbers.sort();
output = [str(n) for n in numbers]
print('\n'.join(output))

"
1375,TSORT,S9419441,11:01 PM 14/02/16,/users/luks,accepted,2.72,8.5M,/viewplaintext/9419441,"
t = int(input())
numbersCount = [0] * 1000001
for i in range(t):
    number = int(input())
    numbersCount[number] += 1
output = []
for i in range(1000001):
    for j in range(numbersCount[i]):
        output.append(str(i))
print('\n'.join(output))

"
1376,TSORT,S9419459,11:01 PM 14/02/16,/users/luks,accepted,2.39,9.3M,/viewplaintext/9419459,"
t = int(input())
numbers = []
for i in range(t):
    numbers.append(int(input()))
numbers.sort();
output = [str(n) for n in numbers]
print('\n'.join(output))

"
1377,TSORT,S9419584,11:11 PM 14/02/16,/users/luks,accepted,2.20,9.2M,/viewplaintext/9419584,"
t = int(input())
numbers = [int(input()) for n in range(t)]
numbers.sort();
print('\n'.join(map(str, numbers)))

"
1378,TSORT,S9421943,03:00 AM 15/02/16,/users/dmateusp,accepted,1.00,8.5M,/viewplaintext/9421943,"
import sys
T = int(input())
lines = sys.stdin.readlines()
lines.sort(key=int)
print(""\n"".join(lines))

"
1379,TSORT,S9428915,02:26 AM 16/02/16,/users/rish4695,accepted,2.88,8.8M,/viewplaintext/9428915,"
t=int(input())
a=[]
for _ in range(t):
    a.append(int(input()))
a.sort()
for i in range(t):
    print(a[i])


"
1380,TSORT,S9432652,12:27 AM 17/02/16,/users/sameven123,accepted,2.94,8.8M,/viewplaintext/9432652,"
a=int(input())
z=[]
for i in range(a):
      q=int(input())
      z.append(q)
l=sorted(z)
for i in l:
      print(i)

"
1381,TSORT,S9457390,10:17 AM 21/02/16,/users/harshitgoel123,accepted,2.95,8.8M,/viewplaintext/9457390,"
t = int(input())
a = []
for j in range(t):
    item = int(input())
    a.append(item)
l = sorted(a)
for i in l:
    print(i)


"
1382,TSORT,S9473920,10:30 PM 23/02/16,/users/rohithaithal,accepted,3.16,8.8M,/viewplaintext/9473920,"
t = int(input())
n = []
to=t
while (t>0):
        n.append(int(input()))
        t = t-1

n.sort()

for index in range(len(n)):
  print(n[index])

"
1383,TSORT,S9496763,07:10 PM 27/02/16,/users/bluefog,accepted,2.81,8.8M,/viewplaintext/9496763,"
#!/usr/bin/python3
def main():
    num = int(input().strip())
    array = []
    for i in range(num) :
        cur = int(input().strip())
        array.append(cur)
    array.sort()
    for elem in array:
        print(elem)
main()


"
1384,TSORT,S9496770,07:13 PM 27/02/16,/users/bluefog,accepted,2.79,8.8M,/viewplaintext/9496770,"
#!/usr/bin/python3
def main():
    num = int(input().strip())
    array = []
    for i in range(num) :
        cur = int(input().strip())
        array.append(cur)
    array = sorted(array)
    for elem in array:
        print(elem)
main()


"
1385,TSORT,S9500334,08:55 PM 27/02/16,/users/angrypaw,accepted,2.89,8.8M,/viewplaintext/9500334,"
a=int(input());
temp=[];
for i in range(a):
    sort=int(input())
    temp.append(sort)
x=sorted(temp)
for i in x:
    print(i)

"
1386,TSORT,S9502990,10:26 PM 27/02/16,/users/gamecode23,accepted,1.53,8.8M,/viewplaintext/9502990,"
import sys
'''import math

def qsort(a):
    if a ==[]:
        return []
    else:
        piv = a[0]
        les = qsort([x for x in a[1:] if x < piv ])
        gre = qsort([x for x in a[1:] if x >= piv ])
        return les + [piv] + gre
        '''

n = int(input())



inpvar = list()


inpvar = list(map(int,sys.stdin.readlines()))
#ce = qsort(inpvar)
for x in sorted(inpvar):
    print(x)



"
1387,TSORT,S9508093,06:12 PM 28/02/16,/users/rishi_devan,accepted,7.40,8.5M,/viewplaintext/9508093,"
def quicksort(arr,start,stop):
  if stop > start:
    left = start
    right = stop
    pivot = arr[start]
    while left <= right:
      while arr[left] < pivot:
        left += 1
      while arr[right] > pivot:
        right -= 1
      if left <= right:
        arr[left],arr[right] = arr[right],arr[left]
        left += 1
        right -= 1
    quicksort(arr,start,right)
    quicksort(arr,left,stop)

arr = []
t = int(input())
for i in range(0,t):
  n = int(input())
  arr.append(n)
quicksort(arr,0,t-1)
for elem in arr:
  print(elem)

"
1388,TSORT,S9508122,06:18 PM 28/02/16,/users/rishi_devan,accepted,2.94,8.8M,/viewplaintext/9508122,"
arr = []
t = int(input())
for i in range(0,t):
  n = int(input())
  arr.append(n)
arr.sort()
for elem in arr:
  print(elem)

"
1389,TSORT,S9510606,11:18 PM 28/02/16,/users/gaurav851996,accepted,2.84,8.8M,/viewplaintext/9510606,"
test_cases=int(input())
List=[]
for test_case in range(0,test_cases):
  Number=int(input())
  List.append(Number)
List.sort()
for elements in List:
  print(elements)

"
1390,TSORT,S9528080,05:21 PM 03/03/16,/users/meabhix,accepted,2.94,8.8M,/viewplaintext/9528080,"
t=int(input())
a=[]
for i in range(t):
    b=int(input())
    a.append(b)
a.sort()
for j in range(len(a)):
    print(a[j])


"
1391,TSORT,S9579524,01:46 PM 07/03/16,/users/costa8228,accepted,2.78,8.7M,/viewplaintext/9579524,"
n=input()
l=list()
for i in range(int(n)):
    l.append(input())
for i in sorted(l,key=int):
    print (i)


"
1392,TSORT,S9594259,09:11 PM 08/03/16,/users/rbk1988,accepted,11.90,8.7M,/viewplaintext/9594259,"
__author__ = 'kamathri'
def  Merge(left,right,array):
    nL=len(left)
    nR=len(right)
    i=0
    j=0
    k=0
    while i< nL and j<nR:
        if left[i]<=right[j]:
            array[k]=left[i]
            i+=1
        else:
            array[k]=right[j]
            j+=1
        k+=1
    while i<nL:
        array[k]=left[i]
        i+=1
        k+=1
    while j<nR:
        array[k]=right[j]
        j+=1
        k+=1

def MergeSort(array):
    nList=len(array)
    if nList< 2:
        return
    mid=int(nList/2)
    i=0
    left=[]
    right=[]
    while i<mid:
        left.append(array[i])
        i+=1

    while i<nList:
        right.append(array[i])
        i+=1

    MergeSort(left)
    MergeSort(right)
    Merge(left,right,array)



numInputs=int(input())
i=0
array=[]
while i<numInputs:
    array.append(int(input()))
    i+=1

MergeSort(array)
for elt in array:
    print(elt)


"
1393,TSORT,S9687652,01:09 AM 17/03/16,/users/shivank77,accepted,3.18,8.8M,/viewplaintext/9687652,"
n = int(input())
num = []
for i in range(n):
  num += [int(input())]
num = sorted(num)
for i in range(n):
  print(num[i])

"
1394,TSORT,S9688436,11:02 AM 17/03/16,/users/ketoprak,accepted,2.80,8.8M,/viewplaintext/9688436,"
count = int(input())
result = []
for i in range(count):
    num = int(input())
    result.append(num)

for i in sorted(result):
    print(i)



"
1395,TSORT,S9710797,11:02 PM 20/03/16,/users/rajatfp,accepted,2.95,8.8M,/viewplaintext/9710797,"
n=int(input())
l=[]
for i in range(0,n):
    j=int(input())
    l.append(j)
l.sort()
for i in l:
    print(i)





"
1396,TSORT,S9718211,09:52 AM 22/03/16,/users/victimiser13,accepted,3.26,8.8M,/viewplaintext/9718211,"
arr=[]
t=int(input())
while(t>0):
  t=t-1
  arr.append(int(input()))

arr.sort()
while(t<len(arr)):
  print (arr[t])
  t=t+1



"
